revenu_median_global,taille_echantillon,moy_MntWines,moy_MntFruits,moy_MntMeatProducts,moy_MntFishProducts,moy_MntSweetProducts,moy_MntGoldProds
51373.0,313,268.814696485623,13.319488817891374,77.15654952076677,20.5814696485623,14.900958466453675,44.25239616613418
